retina,id,i,j,unit_num,ntrials,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(2, 4)_0",2,4,0,18,0,0,0,0,0,0,0,0,0,0,4,47,31,11,8,13,10,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(2, 4)_1",2,4,1,18,0,0,0,0,0,0,0,0,0,0,6,53,34,24,16,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(1, 4)_2",1,4,2,18,0,0,0,0,1,2,0,0,1,0,5,17,15,11,5,5,6,3,4,4,4,0,0,1,1,1,0,0,0,0,1,0,0,1,1.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(1, 4)_3",1,4,3,18,0,1,0,0,1,0,0,0,0,0,5,31,12,7,3,3,40,54,25,14,3,2,2,1,0,0,1,0,0,1,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(1, 4)_4",1,4,4,18,0,0,0,0,0,0,0,0,0,0,26,65,10,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(1, 4)_0",1,4,0,18,0,0,0,0,0,0,0,0,0,0,8,24,19,8,4,7,7,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(1, 4)_1",1,4,1,18,0,1,0,0,0,0,0,0,0,0,11,85,28,7,8,6,34,47,21,9,2,1,2,1,0,0,0,0,1,1,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(0, 4)_0",0,4,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(0, 3)_0",0,3,0,18,0,0,1,0,1,0,0,2,1,0,51,100,52,47,27,37,38,24,27,22,7,5,2,1,3,3,3,0,2,0,1,1,2,0,2.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(0, 3)_1",0,3,1,18,0,0,0,0,0,0,0,1,0,0,23,44,15,4,9,5,18,3,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(1, 3)_4",1,3,4,18,0,0,0,0,0,0,0,0,0,0,2,19,10,3,0,2,10,11,7,3,2,5,1,0,0,0,2,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(1, 3)_2",1,3,2,18,0,0,0,0,0,0,0,0,0,0,1,16,3,6,1,3,9,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(1, 3)_3",1,3,3,18,0,0,0,0,0,0,0,0,0,0,9,85,51,14,13,12,15,10,8,3,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(1, 3)_0",1,3,0,18,0,0,0,0,0,0,0,0,0,0,2,26,24,13,13,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(1, 3)_1",1,3,1,18,0,3,0,0,0,1,0,1,0,0,3,19,12,7,8,17,12,25,8,5,2,4,2,2,6,1,1,0,1,0,0,0,1,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(1, 3)_5",1,3,5,18,0,1,0,0,0,0,0,0,0,0,2,6,0,0,0,0,21,11,7,5,1,4,0,0,1,0,2,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(2, 3)_4",2,3,4,18,2,6,0,4,1,0,0,0,0,1,1,7,0,1,1,4,71,33,18,11,17,3,6,0,4,0,5,0,0,0,1,0,0,0,1.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(2, 3)_2",2,3,2,18,2,4,0,0,0,0,0,0,0,1,9,61,25,18,15,10,64,87,35,16,9,1,2,0,4,2,1,1,4,3,1,1,0,0,1.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(2, 3)_0",2,3,0,18,0,1,0,0,0,0,0,0,0,0,10,48,26,11,22,17,30,31,10,9,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(2, 3)_3",2,3,3,18,0,1,0,0,1,0,0,0,1,2,5,29,16,30,24,15,3,16,7,0,2,1,1,0,3,0,0,1,0,0,0,0,0,0,2.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(2, 3)_1",2,3,1,18,0,0,0,1,0,0,0,0,0,0,0,1,17,31,34,24,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(0, 2)_4",0,2,4,18,0,0,0,1,0,0,0,0,0,0,7,16,16,13,11,3,20,20,8,3,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(0, 2)_3",0,2,3,18,0,0,0,0,0,0,0,0,0,0,9,48,34,14,23,6,9,7,1,2,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(0, 2)_1",0,2,1,18,0,0,0,0,0,0,0,0,0,0,1,5,6,2,2,0,3,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(0, 2)_0",0,2,0,18,0,0,0,0,0,0,0,0,0,0,2,10,9,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(0, 2)_6",0,2,6,18,0,0,0,0,0,0,0,0,0,0,1,15,9,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(0, 2)_5",0,2,5,18,0,0,0,0,0,0,0,0,0,0,2,23,11,5,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(0, 2)_2",0,2,2,18,0,0,0,0,0,0,0,0,0,0,4,41,31,11,12,5,3,15,10,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(1, 2)_3",1,2,3,18,0,0,0,0,0,0,0,1,0,0,7,77,48,28,22,10,9,2,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(1, 2)_6",1,2,6,18,0,2,0,0,0,1,0,0,0,0,1,1,1,0,0,2,31,26,5,4,2,6,9,2,0,0,2,0,0,4,0,1,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(1, 2)_1",1,2,1,18,0,0,0,0,0,0,0,0,0,0,7,51,22,15,10,4,6,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(1, 2)_4",1,2,4,18,0,0,0,0,0,0,0,0,1,0,32,42,10,9,4,14,30,4,6,3,1,6,0,1,1,0,2,0,1,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(1, 2)_0",1,2,0,18,0,0,0,0,0,0,0,0,0,0,2,10,4,4,6,2,8,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(1, 2)_5",1,2,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(1, 2)_2",1,2,2,18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(0, 1)_0",0,1,0,18,0,0,0,0,1,0,0,0,0,1,6,32,19,19,23,15,10,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(0, 1)_2",0,1,2,18,0,0,0,0,0,0,0,0,1,0,9,40,21,9,11,5,14,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(0, 1)_1",0,1,1,18,0,0,0,0,0,0,0,0,0,0,2,41,28,15,21,18,8,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(0, 1)_3",0,1,3,18,0,0,0,0,0,0,0,0,0,0,1,19,10,1,2,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(1, 1)_0",1,1,0,18,0,1,0,0,0,0,0,1,0,0,7,24,15,10,4,5,21,38,12,10,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(1, 1)_1",1,1,1,18,0,0,3,0,2,1,0,0,0,0,11,106,52,13,15,6,16,19,4,3,3,1,0,0,1,1,3,0,0,1,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(1, 1)_2",1,1,2,18,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(2, 2)_0",2,2,0,18,0,0,1,0,0,2,0,0,0,0,9,43,25,16,20,12,21,17,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(2, 2)_3",2,2,3,18,0,0,0,0,0,0,0,1,1,0,3,12,4,4,0,1,8,22,9,9,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(2, 2)_4",2,2,4,18,0,0,0,0,0,0,0,0,0,0,1,14,3,4,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(2, 2)_2",2,2,2,18,0,0,0,0,0,0,0,1,0,0,1,28,14,10,4,1,20,40,12,9,7,0,2,5,2,1,0,0,1,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(2, 2)_1",2,2,1,18,0,0,0,0,0,0,0,1,0,0,0,7,10,2,8,3,6,5,3,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(1, 0)_0",1,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(2, 1)_1",2,1,1,18,0,0,0,0,0,0,0,0,0,0,32,103,45,13,17,8,18,3,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(2, 1)_0",2,1,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(2, 1)_2",2,1,2,18,0,0,1,0,0,0,0,2,1,1,5,23,11,6,4,5,15,1,3,3,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(2, 0)_0",2,0,0,18,0,0,0,0,1,1,0,0,1,0,20,52,24,18,10,6,14,21,12,1,3,0,0,0,0,0,1,1,0,1,0,0,1,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(2, 0)_1",2,0,1,18,0,0,0,0,0,0,0,0,0,0,13,32,13,4,6,0,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(3, 3)_0",3,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(3, 2)_1",3,2,1,18,0,0,0,0,0,0,0,0,0,0,5,49,27,17,19,12,39,21,7,2,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(3, 2)_0",3,2,0,18,0,0,0,0,0,0,0,0,0,0,2,11,9,4,2,1,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(3, 2)_3",3,2,3,18,0,0,0,0,0,1,0,0,0,0,0,16,8,11,12,9,36,29,13,3,3,3,2,0,1,0,0,0,0,1,1,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(3, 2)_4",3,2,4,18,0,0,0,0,0,0,0,0,0,0,0,9,6,9,14,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(3, 2)_2",3,2,2,18,0,0,0,0,0,1,0,0,0,0,2,22,22,7,7,0,5,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(3, 0)_0",3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(3, 1)_0",3,1,0,18,0,0,0,0,7,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(3, 1)_1",3,1,1,18,0,0,0,0,1,0,0,0,0,0,6,40,14,11,14,7,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(3, 1)_2",3,1,2,18,0,0,0,0,0,0,0,0,0,0,3,36,15,6,9,4,16,20,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(4, 1)_0",4,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(4, 0)_0",4,0,0,18,0,0,0,0,0,0,0,0,0,0,22,34,19,9,12,7,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(4, 2)_6",4,2,6,18,0,0,0,0,3,2,0,1,0,1,1,2,0,1,3,5,38,24,13,10,8,2,8,3,0,0,5,1,1,1,0,0,3,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(4, 2)_4",4,2,4,18,0,0,0,0,0,0,0,0,0,0,16,84,25,15,9,8,7,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(4, 2)_3",4,2,3,18,0,1,0,0,0,0,1,0,0,0,2,14,4,3,0,0,5,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(4, 2)_0",4,2,0,18,0,0,0,0,0,0,0,0,0,0,7,44,20,5,9,7,6,3,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(4, 2)_2",4,2,2,18,0,0,0,0,0,0,0,0,0,0,4,36,27,27,23,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(4, 2)_5",4,2,5,18,1,2,0,0,0,1,0,0,0,0,0,1,1,2,0,1,14,9,5,4,5,2,2,0,1,0,3,2,1,0,0,1,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(4, 2)_1",4,2,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(4, 3)_0",4,3,0,18,0,0,0,0,0,0,0,0,0,0,11,80,27,10,6,4,28,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(4, 3)_1",4,3,1,18,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(5, 0)_0",5,0,0,18,0,0,0,0,0,0,0,0,0,1,23,47,8,2,1,3,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(5, 0)_1",5,0,1,18,0,0,0,0,0,0,0,0,0,1,10,15,8,5,8,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(5, 0)_2",5,0,2,18,0,0,0,0,0,0,0,0,3,2,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(5, 1)_4",5,1,4,18,4,3,6,2,3,4,3,3,2,2,2,13,7,4,6,15,30,11,7,7,8,5,8,5,2,1,4,5,5,0,3,3,3,1,4.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(5, 1)_5",5,1,5,18,0,0,0,0,0,0,0,1,0,0,17,74,53,33,39,17,10,1,3,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(5, 1)_2",5,1,2,18,0,0,0,0,0,0,0,0,0,1,14,34,10,6,2,10,22,8,4,2,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(5, 1)_3",5,1,3,18,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,3,24,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(5, 1)_1",5,1,1,18,0,1,1,0,0,0,1,0,0,0,16,64,46,23,23,10,17,7,4,3,2,1,2,0,1,0,0,2,2,0,0,1,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(5, 1)_0",5,1,0,18,0,0,0,0,0,0,0,0,0,0,5,14,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(6, 0)_0",6,0,0,18,1,0,0,1,1,1,1,0,1,3,39,92,50,41,30,11,0,0,0,5,5,0,2,2,0,3,1,2,0,2,1,2,3,0,2.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(6, 0)_1",6,0,1,18,1,0,0,0,1,0,0,0,0,0,26,47,18,7,3,3,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(5, 2)_2",5,2,2,18,0,0,0,0,0,0,0,0,1,0,23,52,25,27,22,10,18,8,6,4,5,6,4,1,1,0,1,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(5, 2)_1",5,2,1,18,0,0,0,0,0,0,0,0,0,0,20,73,29,16,18,7,23,15,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(5, 2)_3",5,2,3,18,0,0,0,0,0,0,0,0,0,0,2,5,6,23,30,17,13,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(5, 2)_0",5,2,0,18,0,0,0,0,0,0,0,0,0,0,4,12,3,13,20,17,7,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(6, 1)_4",6,1,4,18,3,1,5,4,3,4,2,3,2,3,4,11,5,2,8,5,13,7,5,6,2,3,4,5,4,0,3,3,4,3,3,4,1,3,5.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(6, 1)_3",6,1,3,18,1,3,2,4,4,3,1,5,2,4,5,20,9,1,4,4,15,5,4,2,5,10,4,4,4,4,5,2,5,2,1,5,3,6,4.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(6, 1)_1",6,1,1,18,0,0,0,0,0,0,0,0,0,0,6,15,1,0,0,6,7,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(6, 1)_0",6,1,0,18,0,1,0,0,0,1,0,0,0,1,8,38,13,5,3,6,4,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(6, 1)_2",6,1,2,18,0,1,1,0,0,1,0,1,0,0,2,11,6,0,1,2,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(7, 1)_2",7,1,2,18,0,1,0,0,0,0,0,0,0,0,20,23,5,0,1,6,4,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(7, 1)_0",7,1,0,18,0,0,0,0,0,0,0,0,0,0,29,33,8,1,0,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(7, 1)_1",7,1,1,18,0,0,0,0,0,0,0,0,0,0,9,17,21,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(7, 1)_3",7,1,3,18,0,0,0,0,0,0,0,0,0,0,4,16,30,24,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(7, 1)_4",7,1,4,18,0,0,0,0,0,0,0,0,0,0,1,4,9,9,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(6, 2)_3",6,2,3,18,0,0,0,0,0,0,0,0,0,0,12,22,6,3,20,17,80,41,31,29,25,12,4,2,1,0,0,1,1,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(6, 2)_2",6,2,2,18,0,0,0,0,0,0,0,0,0,0,16,32,18,3,22,24,13,13,4,7,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(6, 2)_1",6,2,1,18,0,0,0,0,0,0,0,0,0,0,24,87,14,6,11,13,23,15,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(6, 2)_0",6,2,0,18,0,0,0,0,0,0,0,0,0,0,2,11,1,1,6,5,3,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(7, 2)_4",7,2,4,18,0,1,0,1,0,0,1,0,0,0,14,45,39,43,34,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(7, 2)_3",7,2,3,18,1,0,0,0,0,0,0,0,0,0,14,10,4,11,14,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(7, 2)_1",7,2,1,18,0,1,0,0,1,0,0,0,0,0,45,82,25,25,19,12,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
R1_E2_AMES_140min_grating_speeds,"R1_E2_AMES_140min_grating_speeds_(7, 2)_2",7,2,2,18,0,0,0,0,0,0,0,0,0,0,16,31,8,1,1,12,14,8,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
